timestamp,open,high,low,close,volume
2025-03-09 11:00:00,2.2499,2.2644,2.2466,2.2547,8885862.0
2025-03-09 12:00:00,2.2547,2.2563,2.2251,2.2383,11105783.0
2025-03-09 13:00:00,2.2383,2.2426,2.1637,2.1686,20538074.0
2025-03-09 14:00:00,2.1687,2.212,2.1675,2.2115,14757217.0
2025-03-09 15:00:00,2.2115,2.2196,2.173,2.1853,13865865.0
2025-03-09 16:00:00,2.1852,2.1975,2.1317,2.1353,30126947.0
2025-03-09 17:00:00,2.1354,2.162,2.1022,2.1048,19470343.0
2025-03-09 18:00:00,2.1049,2.1446,2.083,2.1256,25234142.0
2025-03-09 19:00:00,2.1256,2.181,2.1153,2.1639,20405701.0
2025-03-09 20:00:00,2.164,2.2062,2.1578,2.1946,14663256.0
2025-03-09 21:00:00,2.1946,2.2018,2.1622,2.1685,11052154.0
2025-03-09 22:00:00,2.1685,2.1685,2.1281,2.133,13951522.0
2025-03-09 23:00:00,2.133,2.156,2.1179,2.1387,13938269.0
2025-03-10 00:00:00,2.1388,2.1761,2.0872,2.1655,24045719.0
2025-03-10 01:00:00,2.1655,2.1977,2.1504,2.1686,14303325.0
2025-03-10 02:00:00,2.1686,2.2013,2.1615,2.1826,10401583.0
2025-03-10 03:00:00,2.1827,2.1863,2.1615,2.1702,6463375.0
2025-03-10 04:00:00,2.1702,2.1966,2.1683,2.1949,6288777.0
2025-03-10 05:00:00,2.1949,2.2037,2.187,2.1946,8398276.0
2025-03-10 06:00:00,2.1947,2.1987,2.1687,2.1794,9138302.0
2025-03-10 07:00:00,2.1794,2.194,2.1584,2.1843,9200913.0
2025-03-10 08:00:00,2.1844,2.1858,2.1291,2.1371,12136988.0
2025-03-10 09:00:00,2.1371,2.2613,2.1363,2.1827,31929210.0
2025-03-10 10:00:00,2.1827,2.1925,2.1501,2.1801,11436100.0
2025-03-10 11:00:00,2.1802,2.2204,2.1757,2.2138,11222695.0
2025-03-10 12:00:00,2.2139,2.226,2.1891,2.2047,9845438.0
2025-03-10 13:00:00,2.2048,2.2089,2.1437,2.1511,14107167.0
2025-03-10 14:00:00,2.1511,2.1511,2.0669,2.0929,39790371.0
2025-03-10 15:00:00,2.0928,2.1533,2.0842,2.1187,20663996.0
2025-03-10 16:00:00,2.1188,2.1287,2.0757,2.0919,14076220.0
2025-03-10 17:00:00,2.0919,2.1123,2.0211,2.0506,31273027.0
2025-03-10 18:00:00,2.0505,2.0879,1.995,2.0011,30003583.0
2025-03-10 19:00:00,2.0011,2.0963,1.9925,2.0766,31469178.0
2025-03-10 20:00:00,2.0767,2.0893,2.0451,2.0753,15867238.0
2025-03-10 21:00:00,2.0752,2.0923,2.0602,2.0728,8788667.0
2025-03-10 22:00:00,2.0728,2.0841,2.0257,2.0472,10350052.0
2025-03-10 23:00:00,2.0473,2.0612,2.0126,2.0216,10023431.0
2025-03-11 00:00:00,2.0216,2.0496,1.9,1.9545,47929088.0
2025-03-11 01:00:00,1.9544,2.0274,1.904,2.027,34083118.0
2025-03-11 02:00:00,2.0269,2.0646,2.0151,2.0357,18079403.0
2025-03-11 03:00:00,2.0357,2.0646,2.032,2.0462,6930292.0
2025-03-11 04:00:00,2.0461,2.0861,2.0418,2.0737,9883092.0
2025-03-11 05:00:00,2.0736,2.1314,2.0694,2.101,17915764.0
2025-03-11 06:00:00,2.101,2.1245,2.0808,2.0839,9776367.0
2025-03-11 07:00:00,2.084,2.1115,2.0817,2.0952,7991124.0
2025-03-11 08:00:00,2.0952,2.1369,2.09,2.1206,12310520.0
2025-03-11 09:00:00,2.1205,2.1495,2.1191,2.1288,9798099.0
2025-03-11 10:00:00,2.1288,2.1544,2.1242,2.147,7322866.0
2025-03-11 11:00:00,2.1469,2.1646,2.1268,2.156,8107794.0
2025-03-11 12:00:00,2.1559,2.1607,2.1,2.1113,17056598.0
2025-03-11 13:00:00,2.1112,2.155,2.0845,2.1135,28501155.0
2025-03-11 14:00:00,2.1135,2.1298,2.0559,2.0766,34226599.0
2025-03-11 15:00:00,2.0768,2.1456,2.0728,2.1358,22787356.0
2025-03-11 16:00:00,2.1358,2.1455,2.1072,2.1246,12380957.0
2025-03-11 17:00:00,2.1245,2.1275,2.08,2.1002,11309318.0
2025-03-11 18:00:00,2.1001,2.1996,2.0991,2.1817,24196788.0
2025-03-11 19:00:00,2.1816,2.2138,2.1743,2.2086,15163936.0
2025-03-11 20:00:00,2.2087,2.2106,2.1762,2.1926,9063648.0
2025-03-11 21:00:00,2.1927,2.2106,2.182,2.194,5683095.0
2025-03-11 22:00:00,2.1939,2.2048,2.1867,2.1948,4692476.0
2025-03-11 23:00:00,2.1947,2.1963,2.1633,2.1711,7230791.0
2025-03-12 00:00:00,2.171,2.1983,2.16,2.1812,9367537.0
2025-03-12 01:00:00,2.1813,2.1919,2.1774,2.1915,1066718.0
